"Mo","Nb","Ta","V","W","sph_1","sph_2","sph_3","sph_4","alloy_cnt","m_log_max_strain","m_bc_1","m_bc_2","m_bc_3","m_bc_4","var_log_max_strain","var_bc_1","var_bc_2","var_bc_3","var_bc_4"
0,0,0.5,0.5,0,1.5707963267949,1.5707963267949,0.785398163397448,0,109,-0.752094791407141,-1.44400081892875,-1.24025417409953,1.14961410068759,-0.650381027241506,0.000540726137515962,6.19281975039086e-05,0.000105844863702318,1.58287671823161e-06,0.000127256919733455
0,0,0.5,0,0.5,1.5707963267949,1.5707963267949,0.785398163397448,1.5707963267949,110,0.296840496093514,0.314319323478619,0.404962373963268,0.281700097803527,-0.0265764905632626,0.000246464038598477,7.42723695547916e-05,9.42588618256059e-05,3.95621922803771e-07,2.22502482453177e-05
0,0,0.4,0.6,0,1.5707963267949,1.5707963267949,0.886077123792614,0,111,-1.40446000294906,-1.48752370775086,-1.36033076559252,0.943841516595581,-0.723251156762794,0.00849234527644161,0.000685472933458848,0.00103279825586587,2.4415136948837e-06,0.000839543686737311
0,0,0.4,0,0.6,1.5707963267949,1.5707963267949,0.886077123792614,1.5707963267949,112,0.0327920115429475,0.511075745291399,0.585756862526235,0.0360808032719239,-0.235608534307173,0.00306737773574882,0.00111584099608882,0.0012992569631603,1.79887716005191e-06,0.000622609665553528
0,0,0.3,0.7,0,1.5707963267949,1.5707963267949,0.991156586431192,0,114,-1.79780784147279,-1.4755301349014,-1.38335290987567,0.74346238783677,-0.822995766368836,0.0177342972212483,0.00135705777767415,0.00172598952472953,0.00014561981932437,0.00119557142621097
0,0,0.3,0,0.7,1.5707963267949,1.5707963267949,0.991156586431192,1.5707963267949,115,-0.0669641155137112,0.797171854393931,0.87197853236547,-0.204804940178906,-0.330586917646524,0.00249652928320558,0.00107931478286449,0.00113752841103671,0.000134299408425162,2.78634100686323e-05
0,0,0.2,0.8,0,1.5707963267949,1.5707963267949,1.10714871779409,0,116,-1.97991980931035,-1.36994271200813,-1.36303664514857,0.460057670132861,-0.860848217871756,0.015267642373918,0.001062385578558,0.0011164110449925,0.000538349538283764,0.00105237602099724
0,0,0.2,0,0.8,1.5707963267949,1.5707963267949,1.10714871779409,1.5707963267949,117,-0.0799913306779054,1.14399188051978,1.20883370708354,-0.472567922856728,-0.31775975257153,0.00256732343589333,0.00118107470966993,0.00112058666790022,0.000200808756130753,0.00077938084272422
0,0,0.1,0.9,0,1.5707963267949,1.5707963267949,1.24904577239825,0,118,-1.79205499835458,-1.25489115779592,-1.30895826350131,0.12176210918905,-0.843935914164384,0.000251895617045056,1.92435109278362e-05,1.41208244293815e-05,2.40684738818177e-05,4.74670525735815e-06
0,0,0.1,0,0.9,1.5707963267949,1.5707963267949,1.24904577239825,1.5707963267949,119,-0.0215026852468552,1.55569892517895,1.59304962823345,-0.74782355999179,-0.142093635931151,0.000279780856080773,0.000151948713518178,0.000138915977121484,2.57847526301118e-05,0.000198569407128139
