"Mo","Nb","Ta","V","W","alloy_cnt","m_log_max_strain","m_bc_1","m_bc_2","m_bc_3","m_bc_4","m_bc_5","m_bc_6","var_log_max_strain","var_bc_1","var_bc_2","var_bc_3","var_bc_4","var_bc_5","var_bc_6"
0,0.3,0,0,0.7,92,-0.27444366179445,0.67876996473001,0.628948253238644,-0.635156343191673,-0.390542078805649,0.407005043054608,-0.0662334054166626,-5.04850871436007,-6.17854636492042,-6.39382704316574,-7.29471977253699,-6.40115824642782,-4.89640979445288,-4.55653081258523
0,0.1,0.9,0,0,97,2.53913697602612,0.0910810591049719,0.820835167682706,3.65219356798296,3.96355625055541,-1.44044457627707,-1.79536925851383,-5.76219934335206,-5.94879161018058,-4.79619116910774,-3.78218079412174,-4.0276006534381,-5.73837427977851,-4.81046082458827
0,0.1,0,0.9,0,98,-1.63052426980018,-1.21211742374515,-1.31138037223564,-0.0113195912675605,-0.800030236306262,-0.794057586159652,1.51520587426322,-4.02314654284028,-6.90224678520518,-7.37130129886436,-6.43227162478252,-8.69285742541069,-7.65200182903843,-4.62075293314569
0,0.1,0,0,0.9,99,-0.132755601648333,1.43584467503709,1.41013652227355,-0.819204711350804,-0.180860735655889,0.874778336075693,-0.999791909728689,-8.17090614941185,-8.87820581652256,-8.99098635961346,-10.7331268028125,-8.49043562174415,-9.86653953055393,-2.00615547781808
0,0,0.9,0.1,0,101,1.74069567223789,-0.557359664870641,-0.0634521583989162,2.35467079381662,1.48719778425376,-2.11316227572077,-0.510389809943879,-3.73425137715824,-4.63702256886338,-3.66863574560861,-3.16082849845271,-3.99821295670177,-4.43145603695804,-2.55165877236408
0,0,0.9,0,0.1,102,1.58338609175636,-0.319991159209856,0.0273394001696811,1.89192403861185,1.88454782198488,-1.0639256085661,-0.110731641796091,-4.34581219049739,-5.22552139290359,-4.32649029103471,-3.71291017542453,-3.63062370636919,-8.62248901486593,-4.27815980272268
0,0,0.7,0.3,0,105,0.315661147849165,-1.22694369065994,-0.936206093147854,1.38431192971759,-0.172790963081518,-1.82210658878767,-0.78500698544697,-5.04051240194958,-6.83221788753976,-6.19542370588504,-7.03074116108891,-10.1702741216049,-4.97012749865911,-5.70748117640111
0,0,0.5,0.5,0,109,-0.789767619387617,-1.43145196846479,-1.22602164759232,1.0636315549174,-0.674474260149297,-1.68501119724552,-0.0328912635792597,-7.53913220585014,-9.7440215678512,-9.22173769698979,-13.4982654298509,-9.05711304597674,-7.77394634103368,-5.8425626615492
0,0,0.5,0,0.5,110,0.250531561988014,0.279508226984162,0.364539920194983,0.26136844074759,-0.0759246165343906,-0.441470894307474,0.401122724604804,-8.32482904641253,-9.56294647651888,-9.33779649668834,-14.8359676807877,-10.8240367834045,-7.71250040654874,-2.43373478519128
0,0,0.3,0.7,0,114,-1.82687109269071,-1.46212002916341,-1.36430710055551,0.688354823341637,-0.838170007353964,-1.39646033494198,1.17589084558917,-4.04878940144781,-6.65700944445692,-6.42975855506872,-8.99391528085831,-6.824437561645,-9.57640527638089,-4.32846405226287
0,0,0.3,0,0.7,115,-0.110277769288716,0.749348341273187,0.816060375069846,-0.188488830173234,-0.364293732101999,-0.0152339156859086,-0.158780121164428,-6.00938838163826,-6.88610940305568,-6.8473986708046,-9.06874925495364,-10.5390837640778,-5.48493611761493,-3.89771822756328
0,0,0.1,0.9,0,118,-1.82116561394691,-1.24741637740535,-1.29228659969442,0.113743457622313,-0.85598706524016,-0.896893518911412,1.81434714385738,-8.30303035758971,-10.912559411589,-11.234615587732,-10.7921520536145,-12.3840140388801,-9.06302636095592,-4.51571299333875
0,0,0.1,0,0.9,119,-0.0651906325946459,1.48743642243382,1.51322365357192,-0.690597891208684,-0.181963236721732,0.864561151342495,-0.85326167928374,-8.19803850133485,-8.84703135657694,-8.9501150610802,-10.7010495686165,-8.61328542799581,-6.20451845475622,-2.05303334451681
0,0,0,0.9,0.1,121,-0.616589963327715,-0.789581643662127,-0.924365405687227,-0.380036334632504,-0.730505055163198,0.0978816393400292,0.701220055189787,-4.01995462840251,-6.44922232428861,-7.12304550018198,-6.00656992414669,-7.09844146266875,-4.26493835119106,-3.46466841916509
0,0,0,0.7,0.3,123,-0.47614917652629,-0.384772301105766,-0.404657972108208,-0.154003930048765,-0.931625820956273,-0.0864709891981737,2.06425413106618,-3.78039856319451,-5.63912956562752,-5.88405739188795,-5.83903262871535,-9.1346724973021,-3.70032762118307,-3.21900536695125
0,0,0,0.5,0.5,125,-0.157210384538043,0.180929717860182,0.261689391229322,-0.131340411552904,-0.981756419672963,-0.147128875132513,2.07459714580806,-3.64816968676872,-4.97582541194833,-5.11042710604328,-5.84381771068401,-6.76707087893631,-2.51599310530723,-1.50398262321022
0,0,0,0.3,0.7,127,-0.0844015173833572,0.776439685188903,0.87784585701784,-0.279360017628936,-0.828940968447084,-0.142972313750592,0.599599286852306,-8.18645539261979,-9.21965040632423,-9.36872386115816,-9.48867998250318,-9.02412496812724,-4.84851889388325,-1.60536006546147
0,0,0,0.1,0.9,129,-0.0334724751486121,1.47818361161118,1.54553745078409,-0.662393771071106,-0.365270885085639,0.712743516591947,-2.05162116311546,-6.07346473521734,-6.73671197211375,-6.89685801592425,-7.74846438646743,-8.97216861036455,-6.75473396242128,-1.11366546344912
