"Mo","Nb","Ta","V","W","alloy_cnt","m_log_max_strain","m_bc_1","m_bc_2","m_bc_3","m_bc_4","var_log_max_strain","var_bc_1","var_bc_2","var_bc_3","var_bc_4"
0,0.7,0,0,0.3,77,-0.320971934091535,-0.390170278111141,-0.541112412923273,-0.491639890674983,-0.393600065777014,0.00122728763063532,0.000135256380804125,9.15152467561696e-05,0.000102235483171834,0.000271771918989704
0,0.5,0.5,0,0,81,1.76857718880614,-0.39867086580768,-0.410891721758671,0.790122576214013,2.01522161879088,0.00465539537897512,0.001190248974435,0.00244634531698096,0.00508713171001089,0.0150605802082206
0,0.5,0,0.5,0,82,-1.8400616461832,-1.5263705230608,-1.53208270884628,0.46528016226645,-0.662959265548808,0.0102898943950011,0.000551274692452492,0.00062434969477022,9.34428277215384e-05,0.00010797885185728
0,0.5,0,0,0.5,83,-0.464774730405108,0.0507038037101372,-0.0337326434644565,-0.489821647988727,-0.475329260856162,0.00817884054023497,0.00430841674785093,0.00378849982075733,0.0013831165968004,0.00090541698884074
0,0.3,0.7,0,0,90,2.02076915665097,-0.29178873897264,-0.0605385515674694,1.75532995475369,2.62761704777809,0.00353027230952727,0.00145716509857186,0.00373059283035189,0.0090650693447546,0.013167733829616
0,0.3,0,0.7,0,91,-2.17508707838037,-1.49571632048406,-1.50500341871536,0.408599823483704,-0.719970358060458,0.0814345827018672,0.00449475949005493,0.00455567181226598,0.00170000030500591,0.00210507714420093
0,0.3,0,0,0.7,92,-0.27444366179445,0.678769595467279,0.62892689000639,-0.635118643073789,-0.3919186302347,0.00641889872369407,0.00207345430303465,0.00167138450497729,0.000678811222241427,0.0016426944713294
0,0.1,0.9,0,0,97,2.53913697602612,0.0910876810405767,0.821103081783699,3.65233342735732,3.96562540777057,0.00314418883765327,0.00260899719741055,0.00826335354892536,0.0227745999329136,0.017821826358955
0,0.1,0,0.9,0,98,-1.63052426980018,-1.21212456170929,-1.3114083528392,-0.0115276450739051,-0.797858465262969,0.0178965639468147,0.00100558329521277,0.00062905679476966,0.00160733214481062,0.000168727212005318
0,0.1,0,0,0.9,99,-0.132755601648333,1.43584885421115,1.41012074716312,-0.819036344387989,-0.183628138912822,0.000282761675994084,0.000139457975994872,0.000124596412155629,2.1342100291791e-05,0.00020633265082144
0,0,0.9,0.1,0,101,1.74069567223789,-0.557355175205487,-0.063189799495701,2.35472113321288,1.49192744956841,0.0238910497612781,0.00968602703394336,0.0255184737980981,0.0423768497565001,0.0183776581519848
0,0,0.9,0,0.1,102,1.58338609175636,-0.319990044850534,0.0275009080444124,1.891930321273,1.88687666273005,0.012960977189224,0.00537738025056808,0.0132160968642491,0.0244017838258428,0.0264716874628189
0,0,0.7,0.3,0,105,0.315661147849165,-1.22693081906386,-0.936030585392097,1.38445599585532,-0.167465265777111,0.00647043200674486,0.00107841398872864,0.00204000023408717,0.000883625599327367,3.57967497023308e-05
0,0,0.5,0.5,0,109,-0.789767619387617,-1.43144162102246,-1.22587497069465,1.06371576208581,-0.668973594218754,0.000531858965692511,5.86361582010453e-05,9.89232922707598e-05,1.35286861406035e-06,0.000115558474270028
0,0,0.5,0,0.5,110,0.250531561988014,0.279505098334773,0.364638881959152,0.261334163225854,-0.0745326367533601,0.000242422364214853,7.03241267583554e-05,8.80949401919777e-05,3.38134029157668e-07,2.0204832434604e-05
0,0,0.3,0.7,0,114,-1.82687109269071,-1.46212146050443,-1.36421573915895,0.688230795079829,-0.833463053282139,0.0174434789128318,0.00128491798158084,0.00161312094171416,0.000124459776860697,0.00108566520534334
0,0,0.3,0,0.7,115,-0.110277769288716,0.74934840717147,0.816126967358296,-0.188436999507549,-0.364232757110213,0.00245558960490898,0.00102193951879151,0.00106314138953173,0.000114784336930722,2.53019887817131e-05
0,0,0.1,0.9,0,118,-1.82116561394691,-1.24742703430961,-1.29229468064479,0.113472395128454,-0.853417511406693,0.00024776487217636,1.82205456736719e-05,1.31974135850415e-05,2.05710795591354e-05,4.3103512052526e-06
0,0,0.1,0,0.9,119,-0.0651906325946459,1.48743891299166,1.51322278011115,-0.690454649791259,-0.184612186449831,0.000275192831290298,0.000143871276145812,0.000129831768166997,2.20379655299773e-05,0.000180315363380586
0,0,0,0.9,0.1,121,-0.616589963327715,-0.789582618030058,-0.924490667354503,-0.380109131065644,-0.731038864324696,0.017953779512681,0.00158181613150428,0.000805687699103573,0.00246092426364124,0.000809733885871365
0,0,0,0.7,0.3,123,-0.47614917652629,-0.384787545725399,-0.404701268959935,-0.154295653598455,-0.931328809914587,0.0228135969527726,0.00355603673064956,0.00278185057771494,0.00291017129996063,9.99344331736623e-05
0,0,0,0.5,0.5,125,-0.157210384538043,0.180912820318983,0.261726078512829,-0.131622027639924,-0.981007671787597,0.026038744247974,0.00690213481634222,0.00602876227734138,0.00290476043559101,0.00109855678346872
0,0,0,0.3,0.7,127,-0.0844015173833572,0.776433134930545,0.877937940570149,-0.279421857953112,-0.828249368027204,0.000278398952350538,9.91316237934247e-05,8.55835339173605e-05,7.49863281923466e-05,0.000114954124009314
0,0,0,0.1,0.9,129,-0.0334724751486121,1.47819630543618,1.54556386001166,-0.662074196138746,-0.367338268816379,0.00230317946349122,0.00118683451739408,0.00101159521649335,0.000428460427906567,0.000130193977544973
